Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (C),Max Temp Flag,Min Temp (C),Min Temp Flag,Mean Temp (C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag,Avg Wind Speed (km/h),Avg Visibility (km),# of Incidents
-114.01,51.12,CALGARY INTL A,3031092,2018-06-30,2018,6,30,,22.1,E,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,35.0,,44,,11.0,48.0,20
-114.01,51.12,CALGARY INTL A,3031092,2018-07-01,2018,7,1,,21.0,,8.5,,14.8,,3.2,,0.0,,0.0,,0.0,,0.0,,,,27.0,,48,,12.0,48.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-07-02,2018,7,2,,16.0,,6.9,,11.5,,6.5,,0.0,,1.6,,0.0,,1.6,,,,33.0,,39,,14.0,25.0,6
-114.01,51.12,CALGARY INTL A,3031092,2018-07-03,2018,7,3,,15.7,,8.0,,11.9,,6.1,,0.0,,0.8,,0.0,,0.8,,,,32.0,,39,,22.0,24.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-07-04,2018,7,4,,19.7,,9.3,,14.5,,3.5,,0.0,,4.2,,0.0,,4.2,,,,0.0,,33,,16.0,33.0,20
-114.01,51.12,CALGARY INTL A,3031092,2018-07-05,2018,7,5,,25.9,,8.9,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,15.0,,46,,22.0,37.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-07-06,2018,7,6,,33.2,E,13.3,E,23.3,E,0.0,E,5.3,E,,M,,M,,M,,,,,<31,,14.0,39.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-07-07,2018,7,7,,25.1,,13.3,,19.2,,0.0,,1.2,,0.0,,0.0,,0.0,,,,29.0,,52,,18.0,43.0,11
-114.01,51.12,CALGARY INTL A,3031092,2018-07-08,2018,7,8,,25.1,E,7.9,E,16.5,E,1.5,E,0.0,E,,M,,M,0.0,,,,,M,,M,12.0,49.0,7
-114.01,51.12,CALGARY INTL A,3031092,2018-07-09,2018,7,9,,28.2,,10.7,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,12.0,,41,,11.0,53.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-07-10,2018,7,10,,21.6,,10.0,,15.8,,2.2,,0.0,,8.9,,0.0,,8.9,,,,29.0,,48,,11.0,33.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-07-11,2018,7,11,,25.1,,14.3,,19.7,,0.0,,1.7,,0.0,,0.0,,0.0,,,,35.0,,37,,14.0,47.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-07-12,2018,7,12,,27.3,,10.3,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,,,10.0,,37,,9.0,40.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-07-13,2018,7,13,,31.7,,11.1,,21.4,,0.0,,3.4,,0.0,T,0.0,,0.0,T,,,1.0,,96,,17.0,38.0,22
-114.01,51.12,CALGARY INTL A,3031092,2018-07-14,2018,7,14,,21.2,,8.0,,14.6,,3.4,,0.0,,2.2,,0.0,,2.2,,,,33.0,,48,,18.0,47.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-07-15,2018,7,15,,26.7,,8.1,,17.4,,0.6,,0.0,,0.0,,0.0,,0.0,,,,10.0,,37,,10.0,53.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-07-16,2018,7,16,,30.4,,11.8,,21.1,,0.0,,3.1,,0.0,,0.0,,0.0,,,,16.0,,48,,12.0,52.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-07-17,2018,7,17,,31.3,,13.0,,22.2,,0.0,,4.2,,0.0,,0.0,,0.0,,,,4.0,,33,,11.0,39.0,12
-114.01,51.12,CALGARY INTL A,3031092,2018-07-18,2018,7,18,,24.7,E,15.7,E,20.2,E,0.0,E,2.2,E,,M,,M,0.3,E,,,,M,,M,16.0,37.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-07-19,2018,7,19,,25.9,,13.0,,19.5,,0.0,,1.5,,0.4,,0.0,,0.4,,,,15.0,,41,,13.0,29.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-07-20,2018,7,20,,29.5,,11.1,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,36.0,,48,,16.0,25.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-07-21,2018,7,21,,24.2,,9.4,,16.8,,1.2,,0.0,,0.4,,0.0,,0.4,,,,36.0,,54,,16.0,38.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-07-22,2018,7,22,,22.8,,10.6,,16.7,,1.3,,0.0,,0.0,T,0.0,,0.0,T,,,34.0,,57,,21.0,41.0,8
-114.01,51.12,CALGARY INTL A,3031092,2018-07-23,2018,7,23,,22.4,,9.3,,15.9,,2.1,,0.0,,3.8,,0.0,,3.8,,,,35.0,,74,,14.0,38.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-07-24,2018,7,24,,15.6,,11.5,,13.6,,4.4,,0.0,,7.2,,0.0,,7.2,,,,1.0,,39,,11.0,14.0,28
-114.01,51.12,CALGARY INTL A,3031092,2018-07-25,2018,7,25,,22.6,,9.4,,16.0,,2.0,,0.0,,0.4,,0.0,,0.4,,,,12.0,,35,,10.0,22.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-07-26,2018,7,26,,24.5,,11.6,,18.1,,0.0,,0.1,,3.4,,0.0,,3.4,,,,1.0,,65,,11.0,20.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-07-27,2018,7,27,,22.8,,9.4,,16.1,,1.9,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,7.0,19.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-07-28,2018,7,28,,26.1,,9.0,,17.6,,0.4,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,6.0,18.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-07-29,2018,7,29,,28.5,,11.5,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,,,<31,,8.0,16.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-07-30,2018,7,30,,32.1,,12.2,,22.2,,0.0,,4.2,,0.8,,0.0,,0.8,,,,10.0,,72,,14.0,14.0,20
-114.01,51.12,CALGARY INTL A,3031092,2018-07-31,2018,7,31,,26.0,,12.3,,19.2,,0.0,,1.2,,0.4,,0.0,,0.4,,,,14.0,,39,,15.0,15.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-08-01,2018,8,1,,29.5,,14.2,,21.9,,0.0,,3.9,,14.5,,0.0,,14.5,,,,7.0,,43,,16.0,13.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-02,2018,8,2,,22.8,,13.8,,18.3,,0.0,,0.3,,3.8,,0.0,,3.8,,,,3.0,,35,,11.0,16.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-03,2018,8,3,,24.6,,12.3,,18.5,,0.0,,0.5,,4.2,,0.0,,4.2,,,,32.0,,52,,13.0,17.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-08-04,2018,8,4,,17.4,,13.4,,15.4,,2.6,,0.0,,2.8,,0.0,,2.8,,,,33.0,,43,,13.0,19.0,8
-114.01,51.12,CALGARY INTL A,3031092,2018-08-05,2018,8,5,,23.7,,11.2,,17.5,,0.5,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,,7.0,28.0,10
-114.01,51.12,CALGARY INTL A,3031092,2018-08-06,2018,8,6,,28.9,,10.3,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,28.0,,35,,12.0,33.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-08-07,2018,8,7,,28.8,,14.5,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,28.0,,39,,13.0,15.0,8
-114.01,51.12,CALGARY INTL A,3031092,2018-08-08,2018,8,8,,29.9,,11.6,,20.8,,0.0,,2.8,,0.0,,0.0,,0.0,,,,13.0,,35,,10.0,7.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-08-09,2018,8,9,,34.0,,13.0,,23.5,,0.0,,5.5,,0.0,,0.0,,0.0,,,,12.0,,35,,10.0,8.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-08-10,2018,8,10,,36.5,,15.8,,26.2,,0.0,,8.2,,0.0,,0.0,,0.0,,,,22.0,,50,,8.0,8.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-08-11,2018,8,11,,26.2,,13.9,,20.1,,0.0,,2.1,,0.8,,0.0,,0.8,,,,2.0,,69,,22.0,7.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-12,2018,8,12,,19.2,,8.6,,13.9,,4.1,,0.0,,7.4,,0.0,,7.4,,,,31.0,,69,,17.0,13.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-08-13,2018,8,13,,20.9,,8.3,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,15.0,,33,,11.0,22.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-14,2018,8,14,,29.1,,8.3,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,,,<31,,9.0,10.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-08-15,2018,8,15,,25.0,,14.2,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,10.0,,30,,11.0,2.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-08-16,2018,8,16,,28.3,,10.2,,19.3,,0.0,,1.3,,0.0,,0.0,,0.0,,,,13.0,,33,,11.0,4.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-08-17,2018,8,17,,28.0,,12.0,,20.0,,0.0,,2.0,,0.0,,0.0,,0.0,,,,11.0,,35,,8.0,7.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-18,2018,8,18,,19.1,,7.8,,13.5,,4.5,,0.0,,0.0,,0.0,,0.0,,,,1.0,,48,,18.0,5.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-08-19,2018,8,19,,19.3,,4.1,,11.7,,6.3,,0.0,,0.0,,0.0,,0.0,,,,15.0,,30,,6.0,7.0,6
-114.01,51.12,CALGARY INTL A,3031092,2018-08-20,2018,8,20,,19.5,,10.4,,15.0,,3.0,,0.0,,0.8,,0.0,,0.8,,,,0.0,,35,,11.0,8.0,12
-114.01,51.12,CALGARY INTL A,3031092,2018-08-21,2018,8,21,,26.3,,5.6,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,30.0,,33,,9.0,11.0,27
-114.01,51.12,CALGARY INTL A,3031092,2018-08-22,2018,8,22,,31.4,,9.7,,20.6,,0.0,,2.6,,0.0,,0.0,,0.0,,,,,,<31,,8.0,9.0,22
-114.01,51.12,CALGARY INTL A,3031092,2018-08-23,2018,8,23,,27.9,,10.8,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,35.0,,50,,10.0,4.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-08-24,2018,8,24,,16.2,,8.6,,12.4,,5.6,,0.0,,6.4,,0.0,,6.4,,,,35.0,,54,,20.0,6.0,22
-114.01,51.12,CALGARY INTL A,3031092,2018-08-25,2018,8,25,,19.4,,6.2,,12.8,,5.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,8.0,7.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-08-26,2018,8,26,,20.3,,7.6,,14.0,,4.0,,0.0,,5.8,,0.0,,5.8,,,,35.0,,57,,12.0,7.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-08-27,2018,8,27,,13.3,,5.3,,9.3,,8.7,,0.0,,2.0,,0.0,,2.0,,,,34.0,,57,,27.0,20.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-08-28,2018,8,28,,20.5,,3.4,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,28.0,,39,,13.0,34.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-08-29,2018,8,29,,20.7,,10.6,,15.7,,2.3,,0.0,,0.6,,0.0,,0.6,,,,29.0,,50,,11.0,15.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-08-30,2018,8,30,,20.7,,7.9,,14.3,,3.7,,0.0,,0.6,,0.0,,0.6,,,,0.0,,61,,15.0,23.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-08-31,2018,8,31,,20.3,,6.1,,13.2,,4.8,,0.0,,0.0,,0.0,,0.0,,,,28.0,,56,,19.0,26.0,27
-114.01,51.12,CALGARY INTL A,3031092,2018-09-01,2018,9,1,,16.7,,6.6,,11.7,,6.3,,0.0,,1.6,,0.0,,1.6,,,,36.0,,57,,14.0,22.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-09-02,2018,9,2,,20.7,,4.5,,12.6,,5.4,,0.0,,0.0,,0.0,,0.0,,,,29.0,,44,,10.0,21.0,10
-114.01,51.12,CALGARY INTL A,3031092,2018-09-03,2018,9,3,,15.5,,6.8,,11.2,,6.8,,0.0,,2.1,,0.0,,2.1,,,,35.0,,54,,21.0,23.0,8
-114.01,51.12,CALGARY INTL A,3031092,2018-09-04,2018,9,4,,14.3,,5.2,,9.8,,8.2,,0.0,,0.0,,0.0,,0.0,,,,14.0,,33,,13.0,21.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-09-05,2018,9,5,,20.9,,3.1,,12.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,17.0,,39,,13.0,21.0,26
-114.01,51.12,CALGARY INTL A,3031092,2018-09-06,2018,9,6,,25.1,,3.8,,14.5,,3.5,,0.0,,0.0,,0.0,,0.0,,,,16.0,,35,,10.0,29.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-09-07,2018,9,7,,27.8,,7.5,,17.7,,0.3,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,8.0,21.0,28
-114.01,51.12,CALGARY INTL A,3031092,2018-09-08,2018,9,8,,22.4,,10.2,,16.3,,1.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,54,,15.0,27.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-09-09,2018,9,9,,17.2,,8.8,,13.0,,5.0,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,,10.0,22.0,7
-114.01,51.12,CALGARY INTL A,3031092,2018-09-10,2018,9,10,,17.9,,5.3,,11.6,,6.4,,0.0,,5.4,,0.0,,5.4,,,,34.0,,39,,12.0,25.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-09-11,2018,9,11,,17.5,,4.1,,10.8,,7.2,,0.0,,0.8,,0.0,,0.8,,,,28.0,,43,,9.0,38.0,33
-114.01,51.12,CALGARY INTL A,3031092,2018-09-12,2018,9,12,,8.1,,0.2,,4.2,,13.8,,0.0,,0.0,,0.0,,0.0,,,,36.0,,43,,21.0,24.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-09-13,2018,9,13,,2.6,,-2.1,,0.3,,17.7,,0.0,,0.2,,0.0,T,0.2,,0.0,T,,,<31,,14.0,22.0,11
-114.01,51.12,CALGARY INTL A,3031092,2018-09-14,2018,9,14,,4.2,,-2.0,,1.1,,16.9,,0.0,,0.2,,0.0,,0.2,,0.0,T,,,<31,,12.0,11.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-09-15,2018,9,15,,5.1,,1.8,,3.5,,14.5,,0.0,,0.6,,0.0,,0.6,,,,35.0,,32,,15.0,7.0,8
-114.01,51.12,CALGARY INTL A,3031092,2018-09-16,2018,9,16,,4.6,,0.5,,2.6,,15.4,,0.0,,0.4,,0.6,,1.0,,,,,,<31,,11.0,8.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-09-17,2018,9,17,,12.2,,1.6,,6.9,,11.1,,0.0,,0.8,,0.0,,0.8,,,,,,<31,,9.0,13.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-09-18,2018,9,18,,6.8,,2.8,,4.8,,13.2,,0.0,,0.4,,0.0,,0.4,,,,,,<31,,9.0,8.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-09-19,2018,9,19,,11.1,,3.7,,7.4,,10.6,,0.0,,0.6,,0.0,,0.6,,,,,,<31,,11.0,13.0,12
-114.01,51.12,CALGARY INTL A,3031092,2018-09-20,2018,9,20,,9.6,,0.5,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,0.0,,33,,13.0,10.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-09-21,2018,9,21,,5.8,,-0.2,,2.8,,15.2,,0.0,,4.0,,0.2,,4.2,,0.0,T,6.0,,30,,16.0,5.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-09-22,2018,9,22,,1.5,,-1.8,,-0.2,,18.2,,0.0,,1.4,,0.0,,1.4,,,,,,<31,,11.0,5.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-09-23,2018,9,23,,6.7,,-0.1,,3.3,,14.7,,0.0,,0.8,,0.0,,0.8,,,,,,<31,,6.0,7.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-09-24,2018,9,24,,13.1,,4.4,,8.8,,9.2,,0.0,,1.8,,0.0,,1.8,,,,36.0,,74,,14.0,34.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-09-25,2018,9,25,,17.1,,3.9,,10.5,,7.5,,0.0,,0.0,T,0.0,,0.0,T,,,28.0,,37,,12.0,44.0,22
-114.01,51.12,CALGARY INTL A,3031092,2018-09-26,2018,9,26,,15.5,,5.1,,10.3,,7.7,,0.0,,1.6,,0.0,,1.6,,,,4.0,,35,,13.0,43.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-09-27,2018,9,27,,5.2,,1.3,,3.3,,14.7,,0.0,,12.1,,0.0,,12.1,,,,3.0,,32,,11.0,15.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-09-28,2018,9,28,,7.5,,-0.3,,3.6,,14.4,,0.0,,0.6,,0.6,,1.2,,0.0,T,33.0,,35,,9.0,24.0,23
-114.01,51.12,CALGARY INTL A,3031092,2018-09-29,2018,9,29,,2.8,,-1.5,,0.7,,17.3,,0.0,,0.0,,0.0,T,0.0,T,,,36.0,,35,,15.0,22.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-09-30,2018,9,30,,0.1,,-3.2,,-1.6,,19.6,,0.0,,0.0,,0.4,,0.4,,0.0,T,14.0,,43,,21.0,17.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-10-01,2018,10,1,,0.5,,-2.1,,-0.8,,18.8,,0.0,,0.1,,5.3,,5.0,,0.0,T,,,<31,,11.0,5.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-10-02,2018,10,2,,-1.6,,-4.4,,-3.0,,21.0,,0.0,,0.0,,32.8,,23.7,,17.0,,,,<31,,14.0,3.0,43
-114.01,51.12,CALGARY INTL A,3031092,2018-10-03,2018,10,3,,1.6,,-11.0,,-4.7,,22.7,,0.0,,0.0,,1.0,,0.8,,30.0,,,,<31,,9.0,34.0,44
-114.01,51.12,CALGARY INTL A,3031092,2018-10-04,2018,10,4,,2.1,,-4.4,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,16.0,,,,<31,,8.0,23.0,31
-114.01,51.12,CALGARY INTL A,3031092,2018-10-05,2018,10,5,,6.8,,-6.7,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,9.0,,,,<31,,5.0,34.0,32
-114.01,51.12,CALGARY INTL A,3031092,2018-10-06,2018,10,6,,8.5,,-3.6,,2.5,,15.5,,0.0,,0.0,,0.0,,0.0,,6.0,,,,<31,,6.0,37.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-10-07,2018,10,7,,9.7,,-3.7,,3.0,,15.0,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,7.0,39.0,1
-114.01,51.12,CALGARY INTL A,3031092,2018-10-08,2018,10,8,,1.3,,-2.9,,-0.8,,18.8,,0.0,,0.2,,1.7,,1.4,,2.0,,34.0,,39,,17.0,10.0,5
-114.01,51.12,CALGARY INTL A,3031092,2018-10-09,2018,10,9,,-2.8,,-4.6,,-3.7,,21.7,,0.0,,0.0,,6.4,,6.3,,3.0,,10.0,,37,,12.0,7.0,29
-114.01,51.12,CALGARY INTL A,3031092,2018-10-10,2018,10,10,,-0.3,,-3.8,,-2.1,,20.1,,0.0,,0.0,,1.0,,1.0,,5.0,,14.0,,33,,15.0,8.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-10-11,2018,10,11,,4.2,,-1.5,,1.4,,16.6,,0.0,,0.0,T,0.0,,0.0,T,4.0,,,,<31,,11.0,21.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-10-12,2018,10,12,,14.6,,-0.8,,6.9,,11.1,,0.0,,9.8,,0.0,T,9.8,,3.0,,33.0,,80,,29.0,35.0,30
-114.01,51.12,CALGARY INTL A,3031092,2018-10-13,2018,10,13,,1.1,,-3.0,,-1.0,,19.0,,0.0,,0.0,,0.2,,0.2,,0.0,T,36.0,,48,,17.0,18.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-10-14,2018,10,14,,11.7,,-5.0,,3.4,,14.6,,0.0,,0.0,,0.0,,0.0,,0.0,T,29.0,,41,,11.0,44.0,7
-114.01,51.12,CALGARY INTL A,3031092,2018-10-15,2018,10,15,,17.7,,2.5,,10.1,,7.9,,0.0,,0.0,,0.0,,0.0,,,,27.0,,48,,16.0,45.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-10-16,2018,10,16,,19.4,,1.6,,10.5,,7.5,,0.0,,0.0,,0.0,,0.0,,,,32.0,,35,,9.0,45.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-10-17,2018,10,17,,21.3,,2.0,,11.7,,6.3,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,8.0,45.0,35
-114.01,51.12,CALGARY INTL A,3031092,2018-10-18,2018,10,18,,17.7,,3.1,,10.4,,7.6,,0.0,,0.0,,0.0,,0.0,,,,28.0,,56,,13.0,34.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-10-19,2018,10,19,,14.2,,-1.9,,6.2,,11.8,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,8.0,32.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-10-20,2018,10,20,,20.4,,0.7,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,29.0,,43,,12.0,37.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-10-21,2018,10,21,,12.4,,-3.0,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,7.0,35.0,9
-114.01,51.12,CALGARY INTL A,3031092,2018-10-22,2018,10,22,,13.3,,-3.3,,5.0,,13.0,,0.0,,0.0,,0.0,,0.0,,,,15.0,,30,,11.0,37.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-10-23,2018,10,23,,18.0,,-2.5,,7.8,,10.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,,5.0,39.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-10-24,2018,10,24,,16.6,,1.2,,8.9,,9.1,,0.0,,0.0,T,0.0,,0.0,T,,,29.0,,50,,14.0,42.0,21
-114.01,51.12,CALGARY INTL A,3031092,2018-10-25,2018,10,25,,15.2,,-0.6,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,,,28.0,,56,,13.0,44.0,18
-114.01,51.12,CALGARY INTL A,3031092,2018-10-26,2018,10,26,,16.6,,-1.2,,7.7,,10.3,,0.0,,0.0,,0.0,,0.0,,,,34.0,,52,,14.0,38.0,36
-114.01,51.12,CALGARY INTL A,3031092,2018-10-27,2018,10,27,,13.2,E,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,35.0,,59,,18.0,41.0,15
-114.01,51.12,CALGARY INTL A,3031092,2018-10-28,2018,10,28,,13.3,,-0.5,,6.4,,11.6,,0.0,,0.0,,0.0,,0.0,,,,27.0,,43,,13.0,39.0,4
-114.01,51.12,CALGARY INTL A,3031092,2018-10-29,2018,10,29,,11.5,,-2.1,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,,,28.0,,43,,10.0,45.0,25
-114.01,51.12,CALGARY INTL A,3031092,2018-10-30,2018,10,30,,11.4,,-1.2,,5.1,,12.9,,0.0,,0.0,T,0.0,,0.0,T,,,30.0,,48,,20.0,44.0,24
-114.01,51.12,CALGARY INTL A,3031092,2018-10-31,2018,10,31,,11.1,,0.2,,5.7,,12.3,,0.0,,0.0,,0.0,,0.0,,,,28.0,,37,,15.0,41.0,19
-114.01,51.12,CALGARY INTL A,3031092,2018-11-01,2018,11,1,,6.8,,1.4,,4.1,,13.9,,0.0,,0.0,,0.0,T,0.0,T,,,32.0,,58,,22.0,36.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-11-02,2018,11,2,,2.4,,-0.4,,1.0,,17.0,,0.0,,0.0,,0.0,T,0.0,T,,,36.0,,46,,16.0,13.0,16
-114.01,51.12,CALGARY INTL A,3031092,2018-11-03,2018,11,3,,12.2,,-3.1,,4.6,,13.4,,0.0,,0.0,,0.0,,0.0,,,,27.0,,41,,12.0,41.0,7
-114.01,51.12,CALGARY INTL A,3031092,2018-11-04,2018,11,4,,12.9,,-2.6,,5.2,,12.8,,0.0,,1.4,,0.0,T,1.4,,,,35.0,,59,,19.0,34.0,5
-114.01,51.12,CALGARY INTL A,3031092,2018-11-05,2018,11,5,,-2.7,,-8.2,,-5.5,,23.5,,0.0,,0.0,,2.5,,2.2,,0.0,T,35.0,,45,,17.0,15.0,37
-114.01,51.12,CALGARY INTL A,3031092,2018-11-06,2018,11,6,,-7.1,,-9.9,,-8.5,,26.5,,0.0,,0.0,,3.0,,2.6,,2.0,,,M,,M,8.0,6.0,13
-114.01,51.12,CALGARY INTL A,3031092,2018-11-07,2018,11,7,,-3.8,,-11.0,,-7.4,,25.4,,0.0,,0.0,,0.2,,0.2,,3.0,,,M,,M,8.0,31.0,22
-114.01,51.12,CALGARY INTL A,3031092,2018-11-08,2018,11,8,,-1.0,,-12.6,,-6.8,,24.8,,0.0,,0.0,,0.0,,0.0,,3.0,,,M,,M,10.0,42.0,17
-114.01,51.12,CALGARY INTL A,3031092,2018-11-09,2018,11,9,,8.0,,-11.9,,-2.0,,20.0,,0.0,,0.2,,0.2,,0.4,,2.0,,29.0,,48,,17.0,33.0,27
-114.01,51.12,CALGARY INTL A,3031092,2018-11-10,2018,11,10,,2.5,,-2.1,,0.2,,17.8,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,35.0,,58,,20.0,27.0,12
-114.01,51.12,CALGARY INTL A,3031092,2018-11-11,2018,11,11,,-0.6,,-7.8,,-4.2,,22.2,,0.0,,0.0,,1.4,,1.0,,1.0,,,,,M,12.0,12.0,10
-114.01,51.12,CALGARY INTL A,3031092,2018-11-12,2018,11,12,,8.6,,-8.5,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,,,,,,M,8.0,43.0,14
-114.01,51.12,CALGARY INTL A,3031092,2018-11-13,2018,11,13,,14.5,,0.1,,7.3,,10.7,,0.0,,0.0,,0.0,,0.0,,,,27.0,,68,,17.0,41.0,20
-114.01,51.12,CALGARY INTL A,3031092,2018-11-14,2018,11,14,,11.1,,0.5,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,27.0,,58,,17.0,39.0,20
